Age,Gender,EducationLevel,ExperienceYears,JobTitle,City,Industry,Department,Salary
35,Female,High School,22,Analyst,San Francisco,Retail,Finance,96543.52
38,Male,Bachelor,1,Data Scientist,San Francisco,Education,Finance,91468.31
48,Female,High School,14,Analyst,San Francisco,Healthcare,Engineering,97891.88
43,Female,High School,22,Analyst,Austin,Retail,Finance,87558.5
34,Female,PhD,21,Data Scientist,San Francisco,Education,Sales,111084.48
50,Male,High School,8,Sales Executive,Austin,Tech,Human Resources,89642.67
53,Male,PhD,29,Engineer,Seattle,Retail,Human Resources,118806.44
35,Female,Bachelor,15,Manager,San Francisco,Education,Sales,104486.03
27,Male,PhD,29,Analyst,Austin,Tech,Human Resources,103323.56
35,Male,Bachelor,8,Analyst,Austin,Education,Engineering,76593.59
58,Male,Bachelor,0,Analyst,Austin,Retail,Finance,85949.21
31,Female,Bachelor,7,Data Scientist,New York,Tech,Finance,86749.92
49,Female,High School,17,Data Scientist,New York,Education,Finance,106613.08
51,Female,PhD,26,Data Scientist,San Francisco,Healthcare,Sales,133738.83
45,Male,Master,17,Manager,Seattle,Tech,Sales,102316.11
44,Male,High School,31,Engineer,San Francisco,Education,Engineering,114134.66
39,Female,Bachelor,31,Analyst,Boston,Healthcare,Sales,114571.52
22,Male,Master,20,Sales Executive,Boston,Tech,Finance,111973.94
42,Male,High School,31,Analyst,Seattle,Education,Engineering,117588.97
40,Male,Master,30,Analyst,Seattle,Retail,Engineering,103323.67
53,Male,Bachelor,15,Analyst,Seattle,Tech,Finance,106863.48
28,Female,Master,13,Analyst,New York,Tech,Marketing,110333.25
45,Female,Master,23,Engineer,New York,Healthcare,Finance,112273.82
29,Male,Bachelor,24,Sales Executive,Boston,Education,Engineering,95376.68
54,Female,Master,34,Data Scientist,Seattle,Retail,Marketing,122453.31
43,Female,High School,16,Sales Executive,Austin,Healthcare,Finance,90704.39
25,Female,Master,3,Analyst,Boston,Tech,Finance,78577.64
45,Male,PhD,10,Sales Executive,Seattle,Healthcare,Marketing,106238.9
28,Female,High School,14,Analyst,Austin,Healthcare,Marketing,83172.81
36,Male,Master,29,Sales Executive,Seattle,Healthcare,Human Resources,116706.87
35,Female,PhD,23,Manager,San Francisco,Tech,Marketing,128166.62
21,Female,PhD,1,Sales Executive,Austin,Finance,Sales,89137.68
42,Female,PhD,33,Data Scientist,San Francisco,Healthcare,Marketing,137144.65
23,Female,Master,22,Data Scientist,New York,Finance,Engineering,119543.59
58,Male,Bachelor,30,Sales Executive,Boston,Retail,Marketing,110364.69
34,Female,PhD,12,Sales Executive,Seattle,Retail,Finance,88509.13
56,Female,Bachelor,32,Engineer,Boston,Retail,Sales,123483.24
38,Female,High School,6,Sales Executive,Seattle,Education,Marketing,75585.47
38,Female,Bachelor,31,Data Scientist,San Francisco,Tech,Sales,120462.36
23,Female,Bachelor,6,Manager,Austin,Finance,Human Resources,86722.36
30,Male,Bachelor,12,Data Scientist,Austin,Education,Sales,85377.14
59,Male,Bachelor,23,Engineer,Seattle,Finance,Finance,109554.03
21,Male,Bachelor,27,Sales Executive,San Francisco,Tech,Human Resources,115910.54
47,Male,High School,31,Manager,Seattle,Healthcare,Marketing,106345.19
47,Female,High School,17,Data Scientist,Seattle,Education,Sales,94953.02
31,Male,Bachelor,33,Manager,Seattle,Tech,Human Resources,110107.96
25,Male,Bachelor,33,Analyst,Austin,Education,Marketing,103569.92
27,Female,PhD,0,Data Scientist,Seattle,Retail,Marketing,78445.17
39,Male,High School,30,Analyst,Austin,Education,Sales,93263.55
49,Male,Master,0,Manager,New York,Healthcare,Sales,89451.82
35,Female,High School,15,Sales Executive,San Francisco,Healthcare,Human Resources,93767.28
55,Male,Master,14,Sales Executive,New York,Finance,Sales,115933.59
57,Male,PhD,32,Sales Executive,Seattle,Education,Marketing,129691.91
32,Male,Bachelor,22,Analyst,Austin,Retail,Finance,95801.02
50,Male,PhD,33,Sales Executive,San Francisco,Healthcare,Human Resources,139443.59
40,Female,Bachelor,16,Engineer,Boston,Finance,Finance,101518.88
57,Male,High School,24,Data Scientist,San Francisco,Retail,Finance,115652.44
23,Female,Bachelor,5,Data Scientist,San Francisco,Retail,Marketing,74632.02
29,Female,Master,30,Manager,Seattle,Retail,Finance,107596.38
59,Female,Master,4,Analyst,New York,Tech,Engineering,108142.46
46,Female,PhD,29,Data Scientist,New York,Healthcare,Human Resources,130368.59
22,Male,High School,4,Analyst,Boston,Tech,Marketing,72316.86
43,Male,Master,11,Manager,Seattle,Tech,Sales,96380.69
43,Male,PhD,6,Sales Executive,San Francisco,Healthcare,Marketing,102253.09
41,Female,High School,12,Manager,New York,Education,Sales,96839.3
36,Female,High School,3,Engineer,New York,Finance,Marketing,84698.42
29,Female,PhD,2,Sales Executive,Austin,Healthcare,Engineering,80895.85
33,Male,Master,11,Sales Executive,San Francisco,Finance,Human Resources,107760.81
48,Male,Master,0,Sales Executive,Seattle,Education,Finance,90164.19
47,Male,PhD,26,Manager,New York,Healthcare,Marketing,124578.42
37,Male,Master,12,Engineer,Seattle,Retail,Human Resources,95317.03
58,Male,PhD,16,Analyst,San Francisco,Healthcare,Human Resources,130914.65
56,Male,Master,7,Manager,San Francisco,Education,Human Resources,105278.4
21,Female,Master,31,Data Scientist,New York,Tech,Human Resources,115994.26
38,Female,PhD,19,Data Scientist,Boston,Healthcare,Human Resources,102517.13
29,Male,PhD,16,Manager,Seattle,Retail,Finance,97497.49
33,Female,Master,33,Analyst,Seattle,Healthcare,Finance,111222.99
35,Male,PhD,34,Data Scientist,Austin,Tech,Marketing,116219.22
24,Female,Master,34,Analyst,San Francisco,Healthcare,Sales,122631.19
53,Male,Bachelor,23,Sales Executive,San Francisco,Retail,Marketing,115179.74
44,Male,High School,17,Manager,New York,Education,Human Resources,100413.29
56,Male,High School,32,Sales Executive,New York,Retail,Sales,127499.6
30,Female,Master,22,Data Scientist,New York,Education,Marketing,113612.67
56,Male,High School,24,Analyst,Austin,Retail,Sales,94031.46
40,Female,Master,26,Sales Executive,Boston,Finance,Finance,128676.28
31,Male,PhD,0,Data Scientist,New York,Healthcare,Human Resources,93733.99
32,Female,Bachelor,20,Engineer,New York,Healthcare,Sales,91284.27
38,Female,High School,9,Sales Executive,New York,Tech,Engineering,91864.11
50,Male,High School,30,Engineer,Austin,Finance,Human Resources,107209.74
57,Male,PhD,24,Engineer,Seattle,Tech,Finance,122309.61
40,Male,Bachelor,19,Data Scientist,Boston,Healthcare,Finance,111542.92
45,Female,Bachelor,1,Manager,Seattle,Tech,Marketing,78947.64
32,Male,Bachelor,14,Analyst,San Francisco,Education,Engineering,93300.57
41,Male,PhD,27,Data Scientist,San Francisco,Finance,Sales,137007.94
45,Female,High School,12,Sales Executive,New York,Retail,Marketing,88411.71
31,Female,High School,13,Analyst,Seattle,Education,Finance,79222.09
29,Female,Bachelor,1,Manager,Austin,Retail,Sales,69043.49
45,Male,PhD,33,Data Scientist,Boston,Tech,Finance,123096.74
55,Male,PhD,34,Manager,Seattle,Healthcare,Finance,132641.87
52,Male,PhD,24,Sales Executive,Seattle,Education,Engineering,113194.19
34,Male,Bachelor,14,Data Scientist,Boston,Finance,Human Resources,106360.83
21,Female,PhD,11,Sales Executive,Seattle,Retail,Sales,82132.23
37,Female,Bachelor,8,Analyst,Seattle,Education,Engineering,79943.75
45,Female,Bachelor,30,Analyst,Boston,Healthcare,Finance,110843.94
28,Male,Bachelor,13,Manager,Austin,Finance,Finance,89928.5
25,Female,Master,28,Manager,Boston,Finance,Engineering,108293.87
25,Male,Bachelor,7,Analyst,New York,Retail,Sales,85110.64
55,Female,PhD,2,Engineer,New York,Education,Finance,101863.77
39,Female,Master,1,Analyst,New York,Education,Sales,94559.42
43,Male,High School,15,Data Scientist,New York,Finance,Engineering,106792.91
29,Female,High School,18,Sales Executive,San Francisco,Tech,Finance,111061.05
50,Female,PhD,29,Analyst,Austin,Finance,Marketing,127709.33
36,Male,PhD,15,Analyst,San Francisco,Healthcare,Marketing,114211.19
53,Female,PhD,30,Sales Executive,Seattle,Education,Finance,126442.8
22,Male,PhD,27,Sales Executive,Seattle,Retail,Human Resources,92617.99
34,Female,Master,3,Data Scientist,Boston,Education,Finance,82601.43
21,Female,PhD,9,Sales Executive,New York,Finance,Finance,104065.5
46,Male,Bachelor,17,Manager,Boston,Healthcare,Finance,106622.11
45,Male,High School,31,Analyst,Seattle,Tech,Engineering,115151.91
36,Male,PhD,29,Sales Executive,New York,Education,Finance,127595.53
35,Female,Bachelor,8,Data Scientist,Austin,Finance,Finance,89024.71
46,Female,PhD,28,Sales Executive,Seattle,Finance,Engineering,124316.34
36,Male,Bachelor,15,Analyst,Boston,Finance,Finance,103294.32
34,Male,Master,27,Engineer,Boston,Healthcare,Marketing,110669.4
49,Male,High School,20,Sales Executive,Seattle,Finance,Marketing,98125.47
44,Male,High School,1,Manager,San Francisco,Finance,Finance,98819.99
35,Female,Master,34,Analyst,Austin,Finance,Engineering,116925.42
39,Female,Bachelor,27,Data Scientist,Seattle,Education,Finance,102361.13
28,Male,PhD,30,Analyst,Seattle,Finance,Finance,119557.14
54,Male,Bachelor,32,Engineer,Boston,Healthcare,Sales,132707.74
22,Female,High School,22,Data Scientist,New York,Education,Human Resources,97497.33
47,Female,Master,16,Engineer,New York,Finance,Engineering,122704.8
30,Female,Master,0,Engineer,New York,Tech,Human Resources,94859.85
55,Female,Bachelor,22,Manager,Boston,Healthcare,Sales,110769.91
43,Female,Bachelor,26,Sales Executive,New York,Tech,Human Resources,111280.46
28,Female,Master,24,Manager,Seattle,Healthcare,Finance,92195.48
48,Male,High School,31,Manager,San Francisco,Tech,Marketing,127704.56
43,Male,PhD,18,Manager,San Francisco,Finance,Engineering,132269.88
24,Female,PhD,23,Data Scientist,San Francisco,Tech,Engineering,116200.35
34,Male,Bachelor,2,Sales Executive,New York,Tech,Finance,85814.37
49,Male,Master,11,Sales Executive,San Francisco,Healthcare,Human Resources,109494.54
21,Female,Master,34,Data Scientist,New York,Finance,Engineering,120504.45
24,Female,Master,14,Manager,Seattle,Healthcare,Sales,88478.06
52,Male,High School,16,Manager,Seattle,Finance,Sales,105680.47
53,Female,Bachelor,31,Engineer,Boston,Retail,Human Resources,120810.34
46,Female,Bachelor,6,Engineer,Boston,Education,Sales,88881.39
37,Male,Bachelor,18,Analyst,Austin,Education,Marketing,97831.77
59,Male,High School,6,Engineer,Seattle,Healthcare,Finance,102357.05
43,Male,Bachelor,4,Sales Executive,New York,Finance,Engineering,102497.17
52,Female,PhD,20,Data Scientist,Austin,Tech,Finance,115692.2
35,Male,Bachelor,6,Manager,Seattle,Education,Human Resources,68868.69
33,Female,Bachelor,22,Analyst,New York,Healthcare,Finance,109520.29
22,Female,Bachelor,10,Engineer,Seattle,Healthcare,Engineering,81312.42
39,Male,High School,9,Analyst,Seattle,Healthcare,Engineering,83937.8
44,Male,PhD,20,Data Scientist,New York,Finance,Human Resources,125886.35
44,Female,PhD,32,Data Scientist,Seattle,Healthcare,Engineering,121826.07
31,Female,Master,19,Analyst,Seattle,Retail,Sales,89504.9
42,Female,Master,32,Analyst,Seattle,Tech,Finance,124037.72
35,Female,PhD,34,Analyst,Boston,Healthcare,Marketing,110955.41
30,Male,Bachelor,33,Manager,San Francisco,Finance,Marketing,130217.0
47,Male,Bachelor,26,Sales Executive,Seattle,Tech,Marketing,103921.3
29,Male,Bachelor,18,Engineer,New York,Tech,Human Resources,108895.35
48,Male,High School,4,Engineer,Seattle,Education,Marketing,78336.53
21,Female,Bachelor,28,Engineer,Boston,Healthcare,Finance,104297.31
37,Female,High School,9,Analyst,Boston,Healthcare,Engineering,86456.84
51,Male,PhD,12,Analyst,Seattle,Finance,Sales,120473.41
30,Male,Bachelor,28,Analyst,Austin,Retail,Marketing,105224.89
57,Female,Bachelor,4,Manager,San Francisco,Retail,Marketing,106296.97
49,Female,Master,11,Manager,New York,Education,Marketing,108593.15
38,Female,PhD,12,Manager,New York,Retail,Sales,102581.12
58,Male,Bachelor,21,Manager,New York,Finance,Finance,127426.87
59,Male,High School,14,Data Scientist,New York,Education,Marketing,108642.93
26,Female,PhD,12,Manager,Boston,Healthcare,Engineering,96069.9
32,Male,Master,0,Manager,San Francisco,Retail,Human Resources,89341.39
34,Female,PhD,0,Manager,Seattle,Finance,Sales,90187.76
30,Male,High School,10,Engineer,Seattle,Finance,Finance,91334.7
40,Female,Master,21,Engineer,Austin,Healthcare,Engineering,106506.59
35,Male,High School,34,Engineer,Seattle,Finance,Sales,107147.73
51,Female,PhD,5,Sales Executive,San Francisco,Education,Sales,112189.53
27,Male,Master,27,Data Scientist,Seattle,Education,Human Resources,101522.68
30,Female,High School,30,Analyst,Boston,Tech,Human Resources,105635.88
30,Female,PhD,7,Manager,Seattle,Healthcare,Finance,88499.07
59,Female,High School,4,Engineer,New York,Finance,Marketing,110087.75
48,Female,Bachelor,16,Data Scientist,New York,Retail,Human Resources,99724.71
50,Male,PhD,8,Manager,New York,Education,Finance,118627.68
57,Female,Master,9,Sales Executive,New York,Healthcare,Sales,111248.77
23,Female,Master,19,Analyst,Boston,Healthcare,Marketing,97032.23
35,Female,Bachelor,13,Manager,Boston,Education,Engineering,92744.74
41,Male,High School,13,Analyst,Boston,Tech,Sales,95045.58
57,Female,High School,25,Manager,Seattle,Healthcare,Finance,118398.15
32,Male,Master,28,Sales Executive,New York,Finance,Engineering,126323.2
24,Female,High School,26,Data Scientist,Austin,Retail,Sales,76728.16
29,Female,PhD,24,Analyst,Austin,Retail,Human Resources,98328.18
59,Female,PhD,15,Analyst,New York,Education,Finance,123551.61
48,Female,Master,33,Data Scientist,San Francisco,Healthcare,Engineering,134131.13
43,Male,PhD,15,Analyst,Seattle,Retail,Human Resources,98989.57
42,Male,Master,32,Engineer,Austin,Healthcare,Engineering,112647.82
44,Female,High School,2,Data Scientist,Boston,Education,Marketing,74400.04
46,Female,High School,22,Sales Executive,San Francisco,Tech,Marketing,116273.0
50,Female,High School,10,Manager,Boston,Retail,Finance,84674.47
53,Male,Bachelor,17,Manager,San Francisco,Finance,Engineering,130223.98
36,Female,Master,28,Data Scientist,San Francisco,Education,Marketing,116855.5
42,Male,PhD,4,Engineer,Seattle,Tech,Sales,90488.12
38,Male,High School,23,Sales Executive,Boston,Finance,Sales,106904.89
27,Female,Bachelor,28,Manager,Boston,Finance,Marketing,101321.87
46,Male,PhD,28,Manager,Austin,Retail,Marketing,101969.45
28,Female,PhD,25,Engineer,New York,Healthcare,Finance,120123.17
26,Male,PhD,2,Analyst,New York,Education,Finance,90273.41
50,Female,High School,1,Data Scientist,Austin,Finance,Sales,75568.38
59,Female,PhD,24,Engineer,San Francisco,Retail,Human Resources,131954.14
43,Female,Master,18,Engineer,Austin,Tech,Engineering,103041.31
52,Female,Bachelor,1,Engineer,Austin,Finance,Human Resources,84383.67
42,Female,PhD,18,Engineer,Boston,Tech,Finance,117656.12
29,Female,PhD,0,Analyst,Austin,Education,Human Resources,87092.5
51,Male,Master,26,Sales Executive,San Francisco,Retail,Finance,134124.88
27,Male,PhD,34,Engineer,New York,Tech,Human Resources,129134.36
29,Male,High School,4,Engineer,Seattle,Healthcare,Sales,73612.13
33,Female,High School,3,Data Scientist,Austin,Tech,Finance,83370.98
23,Female,High School,16,Manager,Austin,Tech,Sales,83761.67
55,Female,PhD,20,Analyst,Boston,Retail,Human Resources,113796.72
53,Female,Bachelor,30,Engineer,Boston,Retail,Marketing,111220.33
41,Female,Bachelor,21,Sales Executive,Austin,Finance,Marketing,109268.7
51,Female,PhD,10,Sales Executive,Austin,Tech,Engineering,97316.81
54,Male,Bachelor,33,Sales Executive,San Francisco,Tech,Marketing,140797.94
52,Female,Bachelor,14,Data Scientist,New York,Retail,Engineering,96046.29
55,Female,PhD,9,Sales Executive,New York,Healthcare,Human Resources,110261.11
35,Female,High School,31,Data Scientist,Seattle,Retail,Engineering,100045.92
52,Female,PhD,30,Analyst,New York,Healthcare,Engineering,142728.04
26,Female,High School,27,Sales Executive,Seattle,Retail,Engineering,88656.96
41,Male,High School,30,Manager,Boston,Education,Sales,100245.89
53,Female,Bachelor,5,Engineer,Seattle,Tech,Engineering,98837.25
52,Female,Bachelor,13,Analyst,Seattle,Healthcare,Finance,96795.34
39,Male,High School,22,Manager,New York,Education,Human Resources,93104.03
53,Male,High School,15,Analyst,Austin,Healthcare,Sales,97530.6
48,Female,Bachelor,24,Sales Executive,Boston,Finance,Finance,116888.88
51,Male,Master,1,Analyst,San Francisco,Finance,Human Resources,110280.03
41,Male,High School,33,Analyst,Seattle,Tech,Sales,114185.31
54,Female,High School,24,Analyst,Seattle,Education,Human Resources,107138.39
35,Male,High School,15,Data Scientist,Seattle,Education,Marketing,80742.39
34,Female,Bachelor,17,Manager,Austin,Finance,Human Resources,99611.7
39,Male,PhD,12,Sales Executive,San Francisco,Tech,Marketing,108708.53
35,Female,High School,26,Engineer,New York,Finance,Marketing,112214.4
26,Female,High School,33,Sales Executive,Boston,Education,Human Resources,96612.27
29,Male,High School,10,Sales Executive,Austin,Healthcare,Marketing,76448.5
57,Male,PhD,0,Data Scientist,San Francisco,Education,Sales,106451.75
40,Female,PhD,12,Data Scientist,Boston,Tech,Marketing,106090.69
54,Female,High School,29,Analyst,New York,Education,Engineering,107642.9
58,Male,High School,4,Sales Executive,Boston,Retail,Sales,79410.21
46,Female,Master,17,Manager,Seattle,Education,Sales,100916.04
38,Male,PhD,13,Data Scientist,Seattle,Retail,Sales,104472.1
48,Male,Master,12,Data Scientist,Austin,Finance,Engineering,109660.12
29,Male,High School,31,Manager,Boston,Retail,Engineering,100669.97
52,Female,High School,6,Data Scientist,Seattle,Education,Engineering,81022.75
26,Female,High School,7,Manager,Austin,Education,Engineering,65277.27
34,Male,High School,6,Engineer,Austin,Education,Engineering,76123.37
48,Male,Bachelor,15,Manager,Austin,Tech,Finance,93175.12
44,Female,Bachelor,30,Engineer,New York,Finance,Finance,135159.65
33,Female,Bachelor,26,Analyst,Seattle,Retail,Engineering,97282.95
32,Female,Master,32,Analyst,Seattle,Healthcare,Sales,123072.97
39,Male,PhD,28,Data Scientist,San Francisco,Retail,Marketing,134016.8
41,Male,High School,7,Manager,New York,Education,Marketing,89606.52
47,Female,PhD,32,Data Scientist,Seattle,Healthcare,Finance,127408.42
39,Male,Bachelor,18,Manager,Seattle,Healthcare,Engineering,94274.96
44,Male,High School,20,Data Scientist,San Francisco,Retail,Human Resources,111610.13
46,Female,High School,20,Analyst,Boston,Retail,Marketing,94093.08
48,Male,Master,24,Analyst,Boston,Retail,Marketing,102558.0
38,Female,PhD,22,Data Scientist,New York,Retail,Sales,119769.61
56,Female,Master,10,Manager,Austin,Finance,Marketing,110728.79
49,Female,Bachelor,32,Sales Executive,San Francisco,Tech,Finance,128925.31
37,Female,PhD,19,Manager,San Francisco,Tech,Engineering,123824.75
24,Male,Bachelor,24,Data Scientist,Seattle,Retail,Engineering,91163.58
49,Female,Master,25,Manager,Seattle,Tech,Marketing,123891.1
24,Female,Master,11,Engineer,San Francisco,Retail,Human Resources,90965.2
30,Female,High School,31,Manager,Austin,Retail,Finance,101450.02
45,Male,PhD,32,Analyst,Boston,Retail,Marketing,129150.72
51,Male,PhD,9,Analyst,New York,Finance,Finance,116297.57
23,Male,High School,3,Engineer,Boston,Education,Human Resources,71602.88
22,Male,PhD,14,Manager,New York,Tech,Finance,107738.9
45,Female,Bachelor,5,Sales Executive,Austin,Tech,Finance,102393.23
26,Male,Bachelor,26,Manager,San Francisco,Finance,Finance,115096.34
46,Male,Master,4,Analyst,Austin,Finance,Engineering,87372.54
28,Male,Bachelor,4,Analyst,San Francisco,Retail,Human Resources,75949.36
55,Female,PhD,17,Data Scientist,Seattle,Retail,Engineering,110555.82
47,Female,High School,27,Analyst,New York,Education,Sales,115623.76
45,Female,Master,34,Data Scientist,Seattle,Tech,Marketing,119052.13
38,Female,High School,21,Analyst,San Francisco,Finance,Engineering,114043.74
21,Male,Master,33,Analyst,New York,Education,Finance,111285.8
59,Male,Master,3,Sales Executive,New York,Tech,Sales,101784.79
23,Male,High School,17,Data Scientist,Seattle,Education,Human Resources,83516.52
24,Male,Bachelor,25,Data Scientist,New York,Education,Human Resources,93266.49
57,Male,Bachelor,21,Analyst,San Francisco,Retail,Engineering,120690.49
35,Female,Bachelor,32,Data Scientist,San Francisco,Education,Finance,117348.84
28,Male,Bachelor,13,Analyst,Seattle,Retail,Finance,86922.95
58,Female,High School,30,Analyst,Austin,Tech,Human Resources,114862.67
39,Female,PhD,9,Manager,San Francisco,Tech,Finance,105748.87
46,Female,Master,23,Data Scientist,San Francisco,Retail,Marketing,120563.42
59,Male,High School,20,Engineer,New York,Healthcare,Engineering,110585.22
30,Male,Bachelor,7,Data Scientist,New York,Education,Engineering,92465.17
58,Female,Bachelor,31,Data Scientist,San Francisco,Tech,Finance,138637.17
34,Male,High School,30,Sales Executive,Seattle,Education,Human Resources,104718.97
39,Male,Master,33,Engineer,Austin,Healthcare,Marketing,113773.71
50,Male,High School,22,Engineer,New York,Education,Marketing,102419.63
25,Male,High School,24,Sales Executive,New York,Healthcare,Marketing,99427.09
51,Female,PhD,6,Sales Executive,Austin,Finance,Sales,110165.39
27,Male,High School,18,Data Scientist,New York,Healthcare,Finance,89707.17
39,Male,PhD,6,Manager,Seattle,Tech,Marketing,99043.76
51,Male,Master,7,Sales Executive,New York,Retail,Finance,102380.04
59,Female,High School,13,Engineer,New York,Retail,Human Resources,107376.8
44,Female,High School,0,Engineer,San Francisco,Education,Human Resources,81788.58
54,Male,Bachelor,12,Data Scientist,Seattle,Finance,Human Resources,108462.3
43,Male,High School,2,Manager,Seattle,Education,Sales,73040.41
26,Male,Bachelor,27,Analyst,San Francisco,Healthcare,Human Resources,109224.11
58,Male,Bachelor,14,Sales Executive,Boston,Retail,Finance,110712.11
56,Female,Bachelor,2,Sales Executive,Austin,Healthcare,Engineering,90226.61
47,Female,Master,3,Data Scientist,Seattle,Retail,Engineering,94184.67
31,Female,PhD,4,Manager,Boston,Retail,Finance,83764.75
25,Female,Bachelor,25,Engineer,Austin,Retail,Engineering,98882.94
37,Female,High School,24,Engineer,Seattle,Tech,Marketing,97461.94
27,Female,High School,9,Analyst,New York,Healthcare,Engineering,89475.1
47,Male,Bachelor,7,Engineer,Seattle,Education,Sales,82774.2
35,Female,Bachelor,11,Sales Executive,Austin,Finance,Human Resources,88135.46
33,Female,High School,2,Analyst,Boston,Education,Engineering,73367.09
31,Female,Bachelor,26,Manager,New York,Healthcare,Engineering,117244.86
46,Male,PhD,22,Analyst,Austin,Finance,Sales,126319.07
42,Female,PhD,32,Manager,Austin,Education,Sales,118706.59
48,Female,Master,13,Engineer,Seattle,Finance,Engineering,107384.43
44,Female,Bachelor,22,Data Scientist,San Francisco,Healthcare,Marketing,118592.19
49,Female,Master,30,Analyst,San Francisco,Retail,Engineering,122239.55
29,Male,Master,12,Analyst,New York,Healthcare,Marketing,100200.04
24,Male,Master,11,Sales Executive,Austin,Tech,Human Resources,88236.61
38,Male,Bachelor,34,Sales Executive,Boston,Finance,Finance,123258.75
36,Female,Master,17,Manager,New York,Healthcare,Human Resources,110322.27
53,Male,PhD,20,Data Scientist,New York,Retail,Engineering,123460.21
49,Male,Master,0,Sales Executive,Seattle,Retail,Engineering,72549.44
59,Male,PhD,8,Sales Executive,Boston,Healthcare,Marketing,106345.51
30,Male,PhD,22,Engineer,Austin,Education,Sales,98722.27
29,Male,Bachelor,13,Engineer,Austin,Healthcare,Marketing,84708.31
51,Female,Master,10,Sales Executive,Austin,Retail,Sales,93148.75
48,Female,Bachelor,6,Manager,New York,Healthcare,Sales,101170.84
23,Female,PhD,30,Data Scientist,Seattle,Tech,Sales,115110.05
34,Female,High School,23,Sales Executive,New York,Education,Sales,105991.23
45,Female,Master,25,Manager,San Francisco,Healthcare,Engineering,123999.25
35,Female,Bachelor,29,Manager,San Francisco,Retail,Finance,111104.19
22,Male,High School,33,Sales Executive,Austin,Healthcare,Finance,96300.46
44,Male,Master,4,Manager,Seattle,Healthcare,Human Resources,91148.93
34,Female,Master,4,Analyst,Austin,Finance,Human Resources,91497.12
27,Female,Bachelor,18,Manager,Austin,Healthcare,Human Resources,88220.23
56,Female,High School,27,Sales Executive,New York,Tech,Marketing,125429.08
44,Female,Bachelor,25,Manager,Austin,Retail,Human Resources,104926.55
47,Male,Master,22,Sales Executive,Austin,Finance,Human Resources,120937.85
57,Male,Master,29,Engineer,Seattle,Healthcare,Human Resources,117566.62
58,Female,PhD,2,Sales Executive,Seattle,Education,Engineering,101623.25
50,Female,Master,27,Manager,Seattle,Tech,Human Resources,127028.86
47,Female,Master,32,Sales Executive,Austin,Tech,Finance,126097.06
59,Female,High School,2,Data Scientist,Seattle,Tech,Engineering,85931.74
35,Female,High School,4,Sales Executive,Seattle,Finance,Sales,81840.96
46,Female,PhD,18,Sales Executive,Boston,Healthcare,Marketing,106150.97
21,Male,PhD,0,Data Scientist,Boston,Tech,Engineering,91929.48
24,Male,PhD,8,Data Scientist,San Francisco,Healthcare,Engineering,98116.66
49,Male,Bachelor,4,Data Scientist,New York,Education,Finance,91104.16
21,Male,Bachelor,33,Analyst,New York,Healthcare,Human Resources,114294.46
42,Female,PhD,32,Sales Executive,Seattle,Healthcare,Sales,123722.58
31,Male,Bachelor,24,Data Scientist,San Francisco,Healthcare,Finance,114322.56
30,Male,Master,28,Data Scientist,San Francisco,Retail,Finance,113118.5
37,Female,PhD,24,Engineer,Boston,Finance,Engineering,116206.29
56,Male,PhD,8,Analyst,San Francisco,Healthcare,Sales,120080.72
46,Male,Bachelor,2,Sales Executive,Austin,Tech,Finance,80597.89
41,Male,High School,14,Manager,Seattle,Retail,Marketing,87102.23
33,Female,PhD,3,Analyst,Austin,Healthcare,Marketing,83041.77
29,Female,Bachelor,19,Analyst,New York,Retail,Finance,95752.66
31,Female,Bachelor,22,Engineer,Boston,Finance,Engineering,116079.88
31,Female,High School,7,Sales Executive,Austin,Retail,Marketing,71591.7
26,Male,PhD,32,Sales Executive,Seattle,Tech,Engineering,113000.58
21,Female,High School,32,Data Scientist,Austin,Healthcare,Human Resources,97995.48
26,Female,Master,6,Data Scientist,Austin,Tech,Human Resources,83290.76
33,Female,High School,21,Analyst,San Francisco,Education,Engineering,98556.88
42,Male,High School,4,Engineer,Boston,Retail,Finance,78121.74
51,Male,Bachelor,14,Sales Executive,New York,Retail,Human Resources,108700.9
42,Male,High School,20,Engineer,Seattle,Retail,Human Resources,94019.92
57,Male,Master,24,Manager,Seattle,Finance,Marketing,123590.07
47,Female,Bachelor,16,Sales Executive,New York,Tech,Finance,103435.93
34,Male,Master,6,Data Scientist,Seattle,Education,Engineering,88671.67
25,Female,High School,18,Analyst,San Francisco,Finance,Human Resources,107889.89
56,Male,Master,6,Engineer,Austin,Finance,Finance,95867.83
52,Female,Master,23,Data Scientist,San Francisco,Healthcare,Human Resources,119592.57
54,Male,High School,10,Analyst,San Francisco,Education,Marketing,109863.59
27,Male,High School,0,Data Scientist,San Francisco,Retail,Finance,78100.3
30,Male,Bachelor,31,Sales Executive,New York,Retail,Sales,102038.29
37,Male,Bachelor,1,Engineer,Boston,Healthcare,Marketing,88184.31
50,Female,PhD,14,Manager,New York,Retail,Engineering,118082.67
41,Male,Bachelor,20,Data Scientist,New York,Tech,Finance,106951.01
33,Female,High School,23,Engineer,San Francisco,Retail,Human Resources,97886.8
21,Female,Master,16,Sales Executive,Boston,Tech,Finance,96897.57
21,Male,Master,8,Data Scientist,New York,Healthcare,Engineering,92300.52
53,Male,Bachelor,34,Sales Executive,Boston,Healthcare,Finance,122709.02
58,Male,Bachelor,19,Manager,San Francisco,Tech,Human Resources,117637.24
